22.02.2009 01:20:00,998.96,-0.35,272.89,-0.74,97.20,5.95,5.79,0.17,3.61,5.79,1272.81,0.91,1.75,142.40
22.02.2009 01:30:00,998.77,-0.42,272.83,-0.80,97.30,5.92,5.76,0.16,3.60,5.77,1272.92,1.10,2.00,162.10
22.02.2009 01:40:00,998.51,-0.50,272.78,-0.86,97.40,5.89,5.74,0.15,3.58,5.75,1272.94,1.47,2.25,156.50
22.02.2009 01:50:00,998.25,-0.57,272.73,-0.91,97.50,5.86,5.71,0.15,3.57,5.72,1272.95,1.23,2.25,160.10
22.02.2009 02:00:00,998.04,-0.54,272.78,-0.85,97.70,5.87,5.74,0.14,3.58,5.75,1272.54,0.69,1.38,165.60
22.02.2009 02:10:00,997.82,-0.54,272.79,-0.86,97.70,5.87,5.74,0.14,3.58,5.75,1272.28,1.28,2.38,157.70
22.02.2009 02:20:00,997.48,-0.68,272.67,-1.00,97.70,5.81,5.68,0.13,3.55,5.69,1272.54,2.04,2.63,149.30
22.02.2009 02:30:00,997.34,-0.67,272.70,-0.93,98.10,5.82,5.71,0.11,3.57,5.72,1272.28,1.26,2.25,136.00
22.02.2009 02:40:00,997.35,-0.66,272.71,-0.94,98.00,5.82,5.70,0.12,3.56,5.72,1272.24,1.65,2.50,147.00
22.02.2009 02:50:00,997.35,-0.72,272.65,-0.98,98.10,5.80,5.69,0.11,3.55,5.70,1272.52,1.67,2.50,144.50
22.02.2009 03:00:00,997.19,-0.72,272.66,-0.97,98.20,5.79,5.69,0.10,3.56,5.71,1272.32,1.04,1.75,176.10
22.02.2009 03:10:00,996.84,-0.80,272.61,-1.04,98.20,5.76,5.66,0.10,3.54,5.68,1272.24,1.28,1.75,188.40
22.02.2009 03:20:00,996.60,-0.84,272.59,-1.07,98.30,5.74,5.65,0.10,3.53,5.67,1272.15,0.92,1.75,204.60
22.02.2009 03:30:00,996.44,-0.84,272.60,-1.06,98.40,5.74,5.65,0.09,3.54,5.67,1271.94,0.76,2.00,179.60
22.02.2009 03:40:00,996.30,-0.82,272.63,-1.04,98.40,5.75,5.66,0.09,3.54,5.68,1271.67,0.72,1.50,189.30
22.02.2009 03:50:00,996.12,-0.78,272.69,-0.98,98.50,5.77,5.68,0.09,3.56,5.71,1271.23,0.84,2.38,178.20
22.02.2009 04:00:00,995.87,-0.78,272.71,-0.98,98.50,5.77,5.68,0.09,3.56,5.71,1270.90,1.51,2.63,195.50
22.02.2009 04:10:00,995.67,-0.78,272.72,-0.97,98.60,5.77,5.69,0.08,3.56,5.71,1270.67,1.46,2.13,187.80
22.02.2009 04:20:00,995.44,-0.72,272.80,-0.90,98.70,5.80,5.72,0.08,3.58,5.75,1270.06,1.30,2.25,158.40
22.02.2009 04:30:00,995.31,-0.63,272.90,-0.81,98.70,5.83,5.76,0.08,3.61,5.78,1269.48,1.42,2.50,153.90
22.02.2009 04:40:00,995.18,-0.57,272.97,-0.73,98.80,5.86,5.79,0.07,3.63,5.82,1269.00,1.75,2.88,157.70
22.02.2009 04:50:00,995.08,-0.50,273.04,-0.67,98.80,5.89,5.82,0.07,3.64,5.85,1268.55,1.70,2.88,145.10
22.02.2009 05:00:00,994.91,-0.42,273.14,-0.57,98.90,5.93,5.86,0.07,3.67,5.89,1267.91,2.16,3.13,150.00
22.02.2009 05:10:00,994.73,-0.35,273.22,-0.50,98.90,5.95,5.89,0.07,3.69,5.92,1267.36,1.48,2.25,155.00
22.02.2009 05:20:00,994.60,-0.26,273.33,-0.41,98.90,5.99,5.93,0.07,3.72,5.96,1266.75,1.59,3.38,155.30
22.02.2009 05:30:00,994.32,-0.24,273.37,-0.39,98.90,6.00,5.94,0.07,3.72,5.97,1266.30,1.87,3.63,167.70
22.02.2009 05:40:00,994.22,-0.23,273.38,-0.37,99.00,6.00,5.94,0.06,3.73,5.98,1266.14,2.80,4.63,155.40
22.02.2009 05:50:00,994.11,-0.20,273.42,-0.34,99.00,6.02,5.96,0.06,3.74,5.99,1265.84,2.20,3.75,162.30
22.02.2009 06:00:00,993.96,-0.13,273.51,-0.25,99.10,6.05,6.00,0.05,3.76,6.03,1265.28,1.39,2.38,156.00
22.02.2009 06:10:00,993.92,-0.10,273.53,-0.24,99.00,6.06,6.00,0.06,3.76,6.04,1265.13,1.89,2.88,152.10
22.02.2009 06:20:00,993.80,-0.09,273.56,-0.23,99.00,6.07,6.01,0.06,3.77,6.04,1264.91,1.34,3.13,153.90
22.02.2009 06:30:00,993.54,-0.08,273.58,-0.22,99.00,6.07,6.01,0.06,3.77,6.05,1264.54,1.85,3.13,177.50
22.02.2009 06:40:00,993.21,-0.07,273.62,-0.19,99.10,6.08,6.02,0.05,3.78,6.06,1264.05,1.79,2.75,179.40
22.02.2009 06:50:00,993.19,0.00,273.69,-0.13,99.10,6.11,6.05,0.05,3.80,6.09,1263.70,1.89,2.63,172.90
22.02.2009 07:00:00,993.05,0.07,273.78,-0.04,99.20,6.14,6.09,0.05,3.82,6.13,1263.16,1.70,3.25,170.80
22.02.2009 07:10:00,993.05,0.14,273.84,0.01,99.10,6.17,6.11,0.06,3.84,6.16,1262.87,1.44,2.88,161.40
22.02.2009 07:20:00,993.03,0.26,273.97,0.15,99.20,6.22,6.17,0.05,3.88,6.22,1262.23,1.89,3.13,162.40
22.02.2009 07:30:00,992.93,0.28,273.99,0.15,99.10,6.23,6.18,0.06,3.88,6.22,1262.02,1.77,3.25,186.90
22.02.2009 07:40:00,992.80,0.23,273.95,0.10,99.10,6.21,6.15,0.06,3.86,6.20,1262.10,2.15,3.25,168.60
22.02.2009 07:50:00,992.80,0.23,273.96,0.11,99.10,6.21,6.16,0.06,3.87,6.20,1262.09,2.05,3.00,158.30
22.02.2009 08:00:00,992.82,0.26,273.98,0.13,99.10,6.22,6.17,0.06,3.87,6.21,1261.99,1.05,2.13,154.40
22.02.2009 08:10:00,992.76,0.25,273.98,0.13,99.10,6.22,6.17,0.06,3.87,6.21,1261.93,1.50,2.50,156.40
22.02.2009 08:20:00,992.67,0.30,274.03,0.17,99.10,6.24,6.18,0.06,3.88,6.23,1261.61,0.88,1.38,183.10
22.02.2009 08:30:00,992.58,0.40,274.15,0.29,99.20,6.29,6.24,0.05,3.92,6.29,1260.97,0.73,1.63,156.90
22.02.2009 08:40:00,992.57,0.55,274.30,0.42,99.00,6.36,6.30,0.06,3.95,6.34,1260.23,0.56,1.13,123.70
22.02.2009 08:50:00,992.49,0.74,274.49,0.63,99.20,6.45,6.40,0.05,4.02,6.44,1259.21,1.12,2.00,195.10
22.02.2009 09:00:00,992.55,0.91,274.66,0.79,99.10,6.53,6.47,0.06,4.06,6.52,1258.49,1.62,2.50,229.20
22.02.2009 09:10:00,992.56,1.07,274.81,0.93,99.00,6.60,6.53,0.07,4.11,6.58,1257.74,1.61,2.50,230.90
22.02.2009 09:20:00,992.43,1.17,274.93,1.02,98.90,6.65,6.58,0.07,4.13,6.63,1257.08,1.44,2.88,231.20
22.02.2009 09:30:00,992.28,1.23,275.00,1.06,98.80,6.68,6.60,0.08,4.15,6.65,1256.61,1.85,3.00,231.80
22.02.2009 09:40:00,992.19,1.32,275.10,1.15,98.80,6.72,6.64,0.08,4.17,6.69,1256.07,2.13,3.50,226.50
22.02.2009 09:50:00,992.26,1.45,275.22,1.26,98.60,6.79,6.69,0.10,4.21,6.74,1255.52,2.19,3.38,237.40
22.02.2009 10:00:00,992.31,1.53,275.30,1.31,98.40,6.82,6.72,0.11,4.22,6.77,1255.21,1.94,3.38,233.70
22.02.2009 10:10:00,992.25,1.58,275.35,1.32,98.20,6.85,6.72,0.12,4.23,6.78,1254.93,2.07,4.00,238.20
22.02.2009 10:20:00,992.18,1.67,275.44,1.39,98.00,6.89,6.75,0.14,4.24,6.81,1254.42,2.17,4.38,235.50
